id,date,content
275,2022-09-08 18:54:26+00:00,"['may', 'soul', 'rest', 'peace', 'years', 'th', 'february', 'th', 'september', 'prime', 'ministers', 'one', 'queen', 'uk', 'queenelizabeth', 'smyywoz']"
276,2022-09-08 18:54:13+00:00,"['rip', 'queen', 'elizabeth', 'queenelizabeth']"
277,2022-09-08 18:52:39+00:00,"['ye', 'ghulami', 'ki', 'nishani', 'mitane', 'chale', 'ab', 'bolo', 'kaun', 'queen']"
278,2022-09-08 18:52:26+00:00,"['kartavyapatha', 'kartavyapath', 'netaji', 'subhashchandrabose', 'centralvista', 'avenue', 'indiagate', 'statue', 'revamped', 'inauguration', 'queen', 'elizabeth', 'era', 'historic', 'night']"
279,2022-09-08 18:52:14+00:00,"['decades', 'prime', 'ministers', 'queen', 'rest', 'peace', 'queen', 'elizabeth', 'ii', 'queenelizabeth', 'queenelizabethii', 'englandwomen']"
280,2022-09-08 18:51:30+00:00,"['took', 'visiting', 'charges', 'without', 'servicing', 'without', 'sorting', 'issue', 'unfortunately', 'travel', 'family', 'needed', 'assistance', 'nd', 'failedyou', 'need', 'better', 'service', 'peoplesomehow', 'happened', 'last', 'year', 'tooservice', 'team', 'reluctant', 'n', 'ill', 'trained', 'window', 'acspls', 'sort']"
281,2022-09-08 18:49:47+00:00,"['majesty', 'queen', 'died', 'buckingham', 'palace', 'announced', 'london', 'bridge', 'fallen', 'rip', 'rip', 'riphermajesty', 'ripqueen', 'ripqueenelizabeth', 'ripqueenelizabeth', 'queenelizabethii', 'restinpeace', 'restinpeacequeen', 'ripqueen', 'queenelizabeth', 'queen']"
282,2022-09-08 18:46:53+00:00,"['introduced', 'queen', 'elizabeth', 'ii', 'years', 'ago', 'goodbye', 'lady', 'british', 'postage', 'stamps', 'rest', 'peace', 'rip', 'queenelizabeth', 'syfsrshe']"
283,2022-09-08 18:45:01+00:00,"['bachpan', 'se', 'ek', 'hi', 'queen', 'dekha', 'tha', 'tv', 'mein', 'childhood', 'dead']"
284,2022-09-08 18:42:57+00:00,"['monarch', 'working', 'right', 'end', 'yrold', 'never', 'stepped', 'back', 'always', 'dignified', 'amp', 'calming', 'influence', 'amp', 'devoted', 'mother', 'grandmother', 'amp', 'great', 'grandmother', 'amp', 'was', ""n't"", 'even', 'meant', 'queen', 'truly', 'remarkable', 'woman', 'reunited', 'phillip', 'britannia', 'queenelizabeth']"
285,2022-09-08 18:39:03+00:00,"['queen', 'died', 'peacefully', 'balmoral', 'afternoonrip', 'queenelizabeth', 'queenelizabethii', 'sqrq']"
286,2022-09-08 18:38:33+00:00,"['ii', 'queenelizabeth', 'queen', 'britain']"
287,2022-09-08 18:38:25+00:00,"['london', 'bridge', 'may', 'queen', 'elizabeth', 'rip']"
288,2022-09-08 18:36:14+00:00,"['mother', 'now', 'diagnosed', 'ca', 'ovary', 'a', 'march', 'one', 'incident', 'restarting', 'periods', 'menopause', 'met', 'gyane', 'did', ""n't"", 'prescribe', 'scan', 'india', 'happens', 'battling', 'hard', 'death']"
289,2022-09-08 18:34:58+00:00,"['rip', 'queenelizabethii']"
290,2022-09-08 18:34:54+00:00,"['queen', 'waits', 'receive', 'liz', 'truss', 'drawing', 'room', 'moments', 'inviting', 'form', 'new', 'administration', 'become', 'queen', ""'s"", 'th', 'prime', 'minister', 'stcotohxajqm']"
291,2022-09-08 18:33:22+00:00,"['queen', 'elizabeth', 'truly', 'great', 'human', 'being', 'warm', 'affectionate', 'kind', 'hearted', 'deeply', 'dedicated', 'committed', 'duties', 'people', 'may', 'god', 'bless', 'soul', 'queen', 'dead', 'long', 'live', 'king', 'queenelizabethii']"
292,2022-09-08 18:28:43+00:00,"['queenelizabeth', 'reality', 'queen', 'could', ""n't"", 'handle', 'pressure', 'statue', 'placement', 'netaji', 'subhash', 'chandra', 'ancestors', 'king', 'george', 'standing', 'long', 'time', 'queen']"
293,2022-09-08 18:27:32+00:00,"['rest', 'peacedeep', 'condolences', 'queen', 'elizabeth', 'ii', 'britains', 'longestserving', 'monarch', 'passed', 'away', 'age', 'years', 'throne', 'queenelizabethii', 'theroyalfamily', 'uk']"
294,2022-09-08 18:26:51+00:00,"['royal', 'queen', 'always', 'fondly', 'remembered']"
295,2022-09-08 18:25:25+00:00,"['queenelizabeth', 'queen', 'elizabeth', 'ii', '``', 'queen', 'elizabeth', 'ii', 'died', 'aged', '``']"
296,2022-09-08 18:25:23+00:00,"['rip', 'queen', 'elizabeth', 'fly', 'high']"
297,2022-09-08 18:25:10+00:00,"['shocked', 'learn', 'passing', 'away', 'queenelizabeth', 'recall', 'visit', 'india', 'hardly', 'lakhs', 'delhites', 'came', 'streets', 'passed', 'thro', 'cp', 'open', 'car', 'dr', 'rajendra', 'prasad', 'followed', 'duke', 'pt', 'nehru', 'rip', 'queenofhearts']"
298,2022-09-08 18:24:47+00:00,"['seriously', 'buckingham', 'palace', 'moment', 'queen', 'died', 'it', ""'s"", 'like', 'waited', 'this', 'ripqueen', 'queenelizabeth', 'queenelizabethii', 'elizabeth', 'buckinghampalace', 'royalfamily']"
299,2022-09-08 18:23:11+00:00,"['rest', 'peace', 'queenelizabeth', 'god', 'bless', 'uk', 'queenelizabethii', 'uk', 'elizabeth']"
300,2022-09-08 18:22:29+00:00,"['theek', 'hai', 'yr', 'queen', 'may', 'soul', 'rip', 'lekin', 'plz', 'aaj', 'kohli', 'ki', 'century', 'ki', 'khushi', 'mnane', 'kal', 'krenge', 'mourn', 'queen', 'ke', 'liye']"
301,2022-09-08 18:20:39+00:00,"['rip', 'majesty', 'queen', 'rip', 'riphermajesty', 'ripqueen', 'queenelizabeth', 'restinpeace', 'ripthequeen', 'ripqueenelizabethii', 'ripqueenelizabeth', 'ripqueenelizabeth', 'ripqueen', 'rip', 'restinpeace', 'ripqueen', 'sgvedoue']"
302,2022-09-08 18:20:24+00:00,"['likely', 'heard', 'news', 'buckinghampalace', 'announcing', 'death', 'majesty', 'queen', 'elizabeth', 'ii', 'would', 'like', 'offer', 'deepest', 'condolences', 'royal', 'family', 'unitedkingdom', 'sad', 'time', 'durgesh', 'surya', 'londonbridgeisfallingdown']"
303,2022-09-08 18:20:00+00:00,"['family', 'prayer', 'new', 'delhi', 'sljquqot']"
304,2022-09-08 18:18:58+00:00,['rip']
305,2022-09-08 18:18:50+00:00,"['rip', 'queenelizabeth']"
306,2022-09-08 18:18:19+00:00,"['queenelizabeth', 'elizabeth', 'queen']"
307,2022-09-08 18:17:01+00:00,"['may', 'majesty', 'queen', 'find', 'suitable', 'place', 'pious', 'feet', 'guiding', 'gods', 'always', 'endlessly', 'queen', 'elizabeth', 'ii', 'queenforever']"
308,2022-09-08 18:15:16+00:00,"['king', 'saul', 'la', 'cucaracha', 'arrived', 'buckingham', 'fastest', 'transition', 'power', 'royal', 'family', 'history', 'unprecedented', 'scenes']"
309,2022-09-08 18:14:33+00:00,"['queen', 'gone', 'kohinoor', 'returns', 'viratkohli']"
310,2022-09-08 18:13:44+00:00,"['rip', 'queen', 'queenelizabeth']"
311,2022-09-08 18:13:25+00:00,['rip']
312,2022-09-08 18:12:50+00:00,"['rip', 'queen', 'elizabeth', 'ii', 'om', 'shanti']"
313,2022-09-08 18:12:20+00:00,"['deeply', 'saddened', 'demise', 'majesty', 'queen', 'elizabeth', 'ii', 'offer', 'deepest', 'condolences', 'royal', 'family', 'wish', 'may', 'legacy', 'keeps', 'inspiring', 'coming', 'generations', 'queen', 'shall', 'always', 'remembered', 'love', 'rest', 'peace', 'queenelizabeth']"
314,2022-09-08 18:11:15+00:00,"['deeply', 'saddened', 'demise', 'majesty', 'queen', 'elizabeth', 'ii', 'deepest', 'condolences', 'royal', 'family', 'rip', 'queenelizabeth']"
315,2022-09-08 18:10:46+00:00,"['uk', 'looses', 'queen', 'longestserving', 'queen', 'sd']"
316,2022-09-08 18:10:35+00:00,"['saddened', 'hear', 'demise', 'queen', 'elizabeth', 'ii', 'may', 'god', 'give', 'peace', 'devine', 'soul']"
317,2022-09-08 18:09:22+00:00,"['breaking', 'news', 'the', 'british', 'queen', 'ks', 'dead', 'elizabeth', 'sip']"
318,2022-09-08 18:08:28+00:00,"['may', 'rip', 'queenelizabeth', 'si']"
319,2022-09-08 18:08:22+00:00,"['rip', 'hm', 'queen', 'elizabeth', 'queen', 'elizabeth', 'ii', 'died', 'aged']"
320,2022-09-08 18:08:18+00:00,"['rip', 'bad', 'news', 'sir', 'ab', 'kohinoor', 'waapis', 'le', 'aao', 'please', 'restinpeace', 'queenelizabeth', 'shockingnews', 'breakingnews', 'queen']"
321,2022-09-08 18:07:32+00:00,"['brand', 'new', 'monarch', 'couple', 'days', 'brand', 'new', 'pm', 'britain', 'uncharted', 'territory']"
322,2022-09-08 18:07:23+00:00,"['majesty', 'respect', 'one', 'passing', 'away', 'magestic', 'queen', 'notourqueen', 'restinpeace']"
323,2022-09-08 18:07:19+00:00,"['end', 'era', 'rest', 'peace', 'queen', 'queenelizabeth']"
324,2022-09-08 18:07:05+00:00,"['queen', 'elizabeth', 'ii', 'britains', 'longest', 'reigning', 'monarch', 'dies', 'ndtv']"
325,2022-09-08 18:06:19+00:00,"['dearest', 'queen', 'elizabeth', 'left', 'us', 'journey', 'heavenly', 'abode', 'announces', 'royal', 'family', 'rest', 'peace']"
326,2022-09-08 18:06:12+00:00,"['queen', 'elizabeth', 'united', 'kingdom', 'passes', 'away']"
327,2022-09-08 18:06:09+00:00,"['many', 'years', 'later', 'london', 'madam', 'tussaud', 'attend', 'elaborate', 'ceremony', 'meet', 'royal', 'family', 'end', 'told', 'mc', 'met', 'queen', 'person', 'mc', 'shook', 'hands', 'stating', 'finally', 'met', 'someone', 'met', 'herqueenelizabeth']"
328,2022-09-08 18:05:54+00:00,"['knows', 'queen', 'nomore', 'maybe', 'tomorrow', 'feminism', 'die', 'feminist', 'went', 'shithole', 'ganda', 'hai', 'par', 'isse', 'jyada', 'nhi', 'jhela', 'jata', 'ripjudiciary', 'riplaws', 'genderbiasedlaws']"
329,2022-09-08 18:05:40+00:00,"['passing', 'queen', 'elizabeth', 'ii', 'era', 'ends', 'may', 'soul', 'rest', 'peace', 'queenelizabeth']"
330,2022-09-08 18:05:06+00:00,"['rip', 'queenelizabeth']"
331,2022-09-08 18:04:56+00:00,"['end', 'era', 'queenelizabethii', 'rip', 'royalfamily']"
332,2022-09-08 18:04:26+00:00,"['queen', 'elizabeth', 'ii', 'updatesqueen', 'elizabeth', 'ii', 'britains', 'longest', 'reigning', 'monarch', 'dies', 'ndtv', 'smm', 'queenelizabeth']"
333,2022-09-08 18:04:14+00:00,"['rip', 'queenelizabeth']"
334,2022-09-08 18:03:49+00:00,"['maharani', 'britain', 'omsanti', 'britainmaharani']"
335,2022-09-08 18:03:22+00:00,"['rip', 'queenelizabeth']"
336,2022-09-08 18:02:49+00:00,"['rest', 'peace', 'queen', 'elizabeth', 'ii', 'celebrating', 'life', 'death', 'story', 'resilience', 'matriarchy', 'successes', 'mistakes', 'many', 'milestones', 'whether', 'loved', 'hated', 'ruled', 'years', 'queenelizabeth', 'made', 'history', 'amp', 'inflection', 'point']"
337,2022-09-08 18:02:46+00:00,"['queenelizabeth', 'elizabeth', 'britain', 'breakingnews', 'sxmxsdnfn']"
338,2022-09-08 18:02:40+00:00,"['deepest', 'condolences', 'royal', 'family', 'lovers', 'followers', 'british', 'queen', 'elizabeth']"
339,2022-09-08 18:02:24+00:00,"['diana', 'princess', 'wales', 'queenelizabeth', 'londonbridge', 'london', 'queen', 'rip', 'diana']"
340,2022-09-08 18:01:57+00:00,"['queen', 'elizabeth', 'first', 'pm', 'winston', 'churchill', 'amp', 'last', 'pm', 'elizabeth', 'truss', 'yr', 'reign', 'saw', 'british', 'pms']"
341,2022-09-08 18:01:42+00:00,['rip']
342,2022-09-08 18:01:35+00:00,['queen']
343,2022-09-08 18:01:26+00:00,"['she', ""'s"", 'queen', 'consort', 'dislike', 'much', 'do', ""n't"", 'dislike', 'sautans', 'that', ""'s"", 'quite', 'something']"
344,2022-09-08 18:01:18+00:00,"['britain', 'queenelezabeth', 'kmmuniyappa', 'bjpleader', 'cmbommai', 'koratagerebjp', 'sq']"
345,2022-09-08 18:00:57+00:00,['rip']
346,2022-09-08 18:00:33+00:00,"['queen', 'elizabeth', 'ii', 'britains', 'longestreigning', 'monarch', 'dies', 'aged']"
347,2022-09-08 18:00:30+00:00,"['queen', 'england', 'passed', 'away', 'tribute', 'elizabeth']"
348,2022-09-08 17:59:40+00:00,"['virat', 'kohli', 'today', ""'s"", 'match', 'goat', 'viratkohli', 'viratkohli', 'goat', 'kohli', 'indvsafg', 'kingandprince', 'kingkohli', 'king', 'queen', 'back', 'asiacupt', 'asiacup', 'asiacup']"
349,2022-09-08 17:57:29+00:00,"['that', ""'s"", 'sad', 'elizabeth', 'queenelizabeth', 'queen', 'londonbridge', 'princecharles', 'hermajestythequeen', 'rip']"
350,2022-09-08 17:57:13+00:00,"['queen', 'gone', 'kohinoor', 'returns', 'queenelizabeth', 'viratkohli']"
351,2022-09-08 17:57:01+00:00,"['queen', 'dead', 'long', 'live', 'king']"
352,2022-09-08 17:56:58+00:00,"['queenelizabeth', 'years', 'ago', 'opportunity', 'rare', 'interaction', 'queen', 'visit', 'dukes', 'question', 'paper', 'published', 'tribune', 'then', 'controversy', 'apology', 'jallianwalan', 'bagh', 'raging', 'said', 'amritsar']"
353,2022-09-08 17:56:51+00:00,"['deeply', 'saddened', 'passing', 'majesty', 'queenelizabeth', 'queen']"
354,2022-09-08 17:56:39+00:00,"['rip', 'queen', 'queenelizabeth']"
355,2022-09-08 17:55:50+00:00,"['rip', 'queen', 'elizabeth', 'ii', 'longest', 'living', 'monarch', 'british', 'history', 'decades', 'prime', 'ministers', 'queen', 'queenelizabeth', 'restinpeace', 'stcozurgqce']"
356,2022-09-08 17:54:58+00:00,"['chennai', 'express', 'jaise', 'rahul', 'ke', 'dadaji', 'sachin', 'ka', 'dekhkar', 'clean', 'bold', 'ho', 'jate', 'hai', 'mujhe', 'kohli', 'ki', 'century', 'aur', 'queenelizabeth', 'ki', 'death', 'ki', 'khabar', 'sunkar', 'yahi', 'yaad', 'aa', 'gya', 'jo', 'bhi', 'ho', 'england', 'govt', 'ab', 'humara', 'kohinoor', 'wapas', 'dete', 'jana']"
357,2022-09-08 17:54:46+00:00,"['rest', 'peace', 'queenelizabeth', 'elizabeth', 'elisabethii']"
358,2022-09-08 17:54:32+00:00,"['heartfelt', 'tribute', 'queenelizabeth', 'ii', 'rip', 'prince', 'charles', 'immediately', 'becomes', 'king']"
359,2022-09-08 17:54:25+00:00,"['indian', 'prime', 'minister', 'extends', 'condolences', 'demise', 'british', 'queen', 'elizabeth', 'remember', 'india', 'part', 'commonwealth', 'grouping', 'headed', 'queen']"
360,2022-09-08 17:53:52+00:00,"['end', 'die', 'matter', 'much', 'powerful', 'are', 'many', 'people', 'exploited', 'got', 'killed', 'look', 'upon', 'like', 'race', 'colour', 'region', 'religion', 'death', 'reality', 'entire', 'life', 'based', 'arrogance', 'ago', 'false', 'fraud', 'is']"
361,2022-09-08 17:53:33+00:00,"['queen', 'elizabeth', 'ii', 'dies', 'age', 'pm', 'narendra', 'modi', 'unveiled', 'statue', 'netaji', 'subhas', 'chandra', 'bose', 'india', 'gate', 'virat', 'kohli', 'scored', 'international', 'th', 'hundred', 'graham', 'potter', 'became', 'chelsea', 'manager', 'queenelizabeth', 'kohli', 'indiaat', 'chelseafc']"
362,2022-09-08 17:53:13+00:00,"['irish', 'would', 'sober', 'day', 'celebrate', 'day', 'queenelizabeth']"
363,2022-09-08 17:53:08+00:00,"['britain', ""'s"", 'longestreigning', 'monarch', 'queen', 'elizabeth', 'ii', 'dies', 'queenelizabeth', 'queen', 'royalfamily']"
364,2022-09-08 17:52:50+00:00,"['britain', 'rip', 'queenelizabeth']"
365,2022-09-08 17:52:01+00:00,"['buckingham', 'palace', 'released', 'following', 'statement', '``', 'the', 'queen', 'died', 'peacefully', 'balmoral', 'afternoon', 'king', 'queen', 'consort', 'remain', 'balmoral', 'evening', 'return', 'london', 'tomorrow', ""''"", 'rip', 'queenelizabeth']"
366,2022-09-08 17:51:54+00:00,"['rip', 'queenelizabeth']"
367,2022-09-08 17:51:20+00:00,"['london', 'bridge', 'fallen', 'down', 'rip', 'qe']"
368,2022-09-08 17:50:35+00:00,['rip']
369,2022-09-08 17:50:30+00:00,"['rip', 'queenelizabeth', 'queen', 'syjfjhd']"
370,2022-09-08 17:50:27+00:00,"['long', 'live', 'queen', 'reign', 'part', 'existence', 'many', 'generations', 'passes', 'away', 'queenelizabeth']"
371,2022-09-08 17:50:15+00:00,"['rip', 'queen', 'elizabeth']"
372,2022-09-08 17:50:06+00:00,"['world', 'breaking', 'queen', 'elizabeth', 'ii', 'britains', 'longestreigning', 'monarch', 'passes', 'away', 'ii', 'skah']"
373,2022-09-08 17:49:57+00:00,"['breaking', 'queen', 'elizabeth', 'ii', 'died', 'aged']"
374,2022-09-08 17:49:54+00:00,"['queenelizabeth', 'passed', 'away', 'today', 'may', 'god', 'give', 'soul', 'rest', 'peace', 'rip', 'queenelizabeth', 'elizabethii']"
375,2022-09-08 17:49:31+00:00,"['shocking', 'news', 'britain', 'celebrated', 'big', 'bang', 'birthday', 'queen', 'sfxyqwq']"
376,2022-09-08 17:49:04+00:00,[]
377,2022-09-08 17:48:46+00:00,"['queen', 'marne', 'ki', 'chhuti', 'nahi', 'mil', 'skti', 'kal', 'office', 'se']"
378,2022-09-08 17:48:31+00:00,"['queen', 'left', 'world', 'hr', 'tweet', 'timing', 'sztvp']"
379,2022-09-08 17:48:04+00:00,"['uk', 'elizabeth', 'nomore']"
380,2022-09-08 17:47:38+00:00,"['rest', 'peace', 'elizabeth', 'second', 'queenofengland', 'queenelizabeth']"
381,2022-09-08 17:47:20+00:00,"['rip', 'queenelizabeth']"
382,2022-09-08 17:46:39+00:00,"['end', 'era', 'queen', 'elizabeth', 'died', 'peacefully', 'buckingham', 'palace', 'today', 'rip', 'queenelizabeth', 'queen', 'elizabethii']"
383,2022-09-08 17:46:35+00:00,"['sad', 'news', 'queen', 'elizabeth', 'nd', 'passed', 'away', 'years', 'old', 'pray', 'god', 'give', 'soul', 'rest', 'peace', 'elizabethii']"
384,2022-09-08 17:46:15+00:00,"['sincere', 'condolences', 'passing', 'majesty', 'queenelizabeth', 'one', 'void', 'impossible', 'fill', 'rip']"
385,2022-09-08 17:45:43+00:00,"['queen', 'elizabeth', 'bhi', 'itne', 'saal', 'zinda', 'thi', 'taki', 'kohli', 'ki', 'ek', 'aur', 'century', 'dekhke', 'hi', 'jaaye', 'viratkohli', 'queenelizabeth']"
386,2022-09-08 17:45:39+00:00,"['queenelizabeth', 'uk', 'szvf']"
387,2022-09-08 17:45:26+00:00,"['rip', 'queen', 'elizabeth', 'ii']"
388,2022-09-08 17:45:13+00:00,"['britan', 'rip', 'queenelizabeth', 'queen', 'skyhf']"
389,2022-09-08 17:44:37+00:00,"['years', 'prime', 'ministers', 'queen', 'extraordinary', 'woman', 'remarkable', 'life', 'watch', 'operation', 'london', 'bridgeoperation', 'unicorn', 'take', 'effect', 'prepare', 'sad', 'news', 'unbelievable', 'royal', 'legacy', 'queenelizabeth', 'queenelizabethii', 'royallegacy']"
390,2022-09-08 17:44:14+00:00,"['britan', 'rip', 'queenelizabeth', 'queen']"
391,2022-09-08 17:44:08+00:00,"['queen', ""'s"", 'dead', 'get', 'kohinoor', 'back']"
392,2022-09-08 17:44:01+00:00,"['congratulations', 'dear', 'cute', 'daughter', 'princess', 'god', 'bless', 'family', 'members', 'sgbeenth']"
393,2022-09-08 17:43:45+00:00,"['elizabeth', 'queenelizabeth', 'breakingnews']"
394,2022-09-08 17:43:43+00:00,"['bigbreaking', 'queen', 'elizabeth', 'ii', 'passes', 'away', 'elizabeth', 'rest', 'peace', 'ukqueen', 'buckinghampalace']"
395,2022-09-08 17:43:19+00:00,"['uk', ""'s"", 'monarch', 'past', 'decades', 'queenelizabeth', 'ii', 'passes', 'away', 'age', 'queenelizabeth', 'queen', 's']"
396,2022-09-08 17:42:37+00:00,"['part', 'childhood', 'adulthood', 'nowapproaching', 'middle', 'age', 'reigned', 'countless', 'excesses', 'colonies', 'charmed', 'many', 'disarmed', 'more', 'mean', 'many', 'family', 'members', 'loved', 'dogs', 'horses', 'queen', 'someone', 'thought', 'knew']"
397,2022-09-08 17:42:32+00:00,"['elizabeth', 'breakingnews', 'queenelizabeth', 'breaking']"
398,2022-09-08 17:42:05+00:00,"['queen', 'elizabeth', 'ii', 'passed', 'away', 'age', 'buckingham', 'palace', 'announced']"
399,2022-09-08 17:41:56+00:00,"['britain', 'queenelizabeth']"
400,2022-09-08 17:41:14+00:00,"['congratulations', 'dear', 'son', 'n', 'family', 'members']"
401,2022-09-08 17:41:05+00:00,"['queen', 'more', 'feels', 'illegal', 'know', 'happen', 'mean', 'queenelizabeth']"
402,2022-09-08 17:41:04+00:00,"['queen', 'passes', 'away', 'per', 'buckhingam', 'news']"
403,2022-09-08 17:40:49+00:00,"['breakingnews', 'uks', 'longest', 'serving', 'monarch', 'queenelizabeth', 'ii', 'passes', 'away', 'age', 'queen', 'swjbknx']"
404,2022-09-08 17:40:37+00:00,"['long', 'live', 'queenrip', 'queenelizabethend', 'era', 'scybwfx']"
405,2022-09-08 17:40:31+00:00,['rip']
406,2022-09-08 17:40:22+00:00,"['britains', 'queen', 'elizabeth', 'passes', 'away', 'age', 'years', 'balmoral', 'castle', 'scotland', 'elizabeth', 'queen', 's']"
407,2022-09-08 17:39:57+00:00,"['breakingnow', 'queenelizabeth', 'britain', 'queen']"
408,2022-09-08 17:38:58+00:00,"['queen', 'elizabeth', 'ii', 'longestreigning', 'british', 'monarch', 'dead', 'queenelizabeth', 'ripqueenelizabeth', 'elizabethii']"
409,2022-09-08 17:36:45+00:00,['queen']
410,2022-09-08 17:36:25+00:00,"['queen', 'elizabeth', 'longest', 'reigning', 'monarch', 'british', 'history', 'died']"
411,2022-09-08 17:36:07+00:00,"['humble', 'tribute', 'ram', 'jethmalani', 'rd', 'death', 'anniversaryremembering', 'legend', 'magnanimous', 'amp', 'unfading', 'contributions', 'legal', 'fraternitywords', 'r', 'enough', 'describe', 'fearlesscourageousoutspoken', 'amp', 'unapologetic', 'personalityhis', 'principles', 'continue', 'guide', 'us']"
412,2022-09-08 17:35:47+00:00,"['rip', 'queen', 'om', 'shanti']"
413,2022-09-08 17:35:43+00:00,"['queen', 'elizabeth', 'ii', 'longestserving', 'monarch', 'british', 'history', 'died', 'rip', 'queenelizabeth', 'queen', 'elizabeth']"
414,2022-09-08 17:33:51+00:00,"['rip', 'lt', 'smdgkwvsfy']"
415,2022-09-08 17:33:34+00:00,"['queen', 'elizabeth', 'longest', 'reign', 'monarch', 'british', 'history', 'died']"
416,2022-09-08 17:12:49+00:00,"['death', 'turning', 'point', 'destiny', 'jampkafter', 'worthy', 'son', 'took', 'over', 'terrorism', 'got', 'roots', 'kashmirethnic', 'cleansing', 'kps', 'started']"
417,2022-09-08 17:09:12+00:00,"['it', ""'s"", 'historicthe', 'inauguration', 'kartavyapath', 'marks', 'departure', 'tradition', 'talking', 'rights', 'amp', 'entitlements', 'path', 'remind', 'citizens', 'responsibilities', 'kudos', 'pm', 'jithe', 'true', 'karta', 'national', 'family', 'creative', 'imagination', 'spptxoh']"
418,2022-09-08 17:01:38+00:00,"['sir', 'people', 'days', 'making', 'silicon', 'statue', 'deceased', 'family', 'member', 'talki', 'want', 'make', 'talkthis', 'possible', 'monitoring', 'talking', 'behavior', 'person', 'time', 'help', 'ai', 'chatbot', 'dis', 'wondrous', 'immortality']"
419,2022-09-08 16:25:00+00:00,"['feeling', 'anxious', 'saw', 'many', 'cases', 'sudden', 'cardiac', 'arrest', 'national', 'news', 'please', 'stay', 'safe', 'stay', 'healthy', 'learn', 'give', 'cpr', 'maybe', 'save', 'someone', 'may', 'souls', 'rip']"
420,2022-09-08 16:14:51+00:00,['seriously']
421,2022-09-08 16:08:44+00:00,"['rip', 'queen', 'elizabeth', 'loved', 'your', 'performance', 'dhoom']"
422,2022-09-08 15:44:18+00:00,"['thanks', 'to', 'keep', 'us', 'blessing', 'side', 'love', 'u', 'airtel', 'family', 'suicmtpcc']"
423,2022-09-08 15:41:51+00:00,"['queen', 'shraddhaarya']"
424,2022-09-08 15:35:17+00:00,"['exclusive', 'first', 'reaction', 'workers', 'labours', 'pm', 'meet', 'thankful', 'him', 'great', 'day', 'us', 'spent', 'day', 'night', 'one', 'year', 'yes', 'definately', 'bring', 'family', 'jan', 'centralvistaavenue']"
425,2022-09-08 15:33:18+00:00,[]
426,2022-09-08 15:21:48+00:00,"['sir', 'entire', 'world', 'outside', 'india', 'watching', 'bbccnn', 'due', 'queen', 'issue', 'empire', 'strikes', 'back', 'ironical', 'sad', 'way', 'kartavya', 'path', 'day']"
427,2022-09-08 15:11:54+00:00,"['indian', 'origin', 'ministers', 'uk', 'prime', 'minister', 'liz', 'truss', 'cabinet', 'stwaz']"
428,2022-09-08 14:59:05+00:00,"['we', ""'re"", 'talking', 'queen', 'friend', 'listens', 'conversation', 'says', '``', 'oh', 'we', ""'ll"", 'another', 'season', 'crown', ""''""]"
429,2022-09-08 14:56:17+00:00,"['praying', 'praying', 'praying', 'queens', 'health']"
430,2022-09-08 14:54:00+00:00,"['santrampaljiincarnationday', 'god', 'kabir', 'told', 'dharmadas', 'ji', 'kalyuga', 'pass', 'come', 'myself', 'merg', 'sects', 'run', 'true', 'sect', 'kabir', 'panth', 'soul', 'get', 'rid', 'birth', 'death', 'cycle', 'satbhakti']"
431,2022-09-08 14:43:58+00:00,"['got', 'loooooong', 'phone', 'call', 'discussing', 'mutual', 'love', 'queen', 'haters', 'please', 'excuse']"
432,2022-09-08 14:34:23+00:00,"['queen', 'elizabeth', 'appointed', 'elizabeth', 'liz', 'truss', 'british', 'pm', 'two', 'days', 'ago', 'pm', 'elizabeth', 'th', 'prime', 'minister', 'uk', 'reign', 'yearold', 'queen', 'elizabeth', 'ii', 'stcoruhmkz']"
433,2022-09-08 14:32:14+00:00,"['remember', 'used', 'come', 'back', 'college', 'delhi', 'train', 'station', 'people', 'used', 'arguing', 'amp', 'shouting', 'much', 'family', 'members', 'like']"
434,2022-09-08 14:26:43+00:00,"['favourite', 'mine']"
435,2022-09-08 12:48:09+00:00,"['queen', 'pivotal', 'figure', 'many', 'brits', 'she', ""'s"", 'always', 'there']"
436,2022-09-08 12:40:59+00:00,"['kya', 'bola', 'tu', 'sanskriti', 'bhul', 'rahi', 'ha', 'abhi', 'haridwar', 'hoke', 'aya', 'hoon', 'bhai', 'family', 'ke', 'sath', 'teeka', 'bhi', 'laga', 'hua', 'ha', 'hindu', 'culture', 'ka', 'dekh', 'dhyan', 'se']"
437,2022-09-08 12:11:33+00:00,"['wishing', 'hm', 'queen', 'speedy', 'recovery']"
438,2022-09-08 12:00:50+00:00,"['removed', 'cloth', 'sakina', 'beheld', 'face', 'even', 'death', 'full', 'heavenly', 'grace', 'cry', 'flung', 'wooden', 'tray', 'hugging', 'heart', 'snatched', 'face', 'away', 'hashimite', 'princess', 'ruqaiyah', 'bint', 'alhussain']"
439,2022-09-08 11:59:07+00:00,"['sakina', 'loved', 'uncle', 'much', 'madina', 'would', 'several', 'times', 'day', 'visit', 'house', 'hazrat', 'abbas', 'lived', 'family', 'mother', 'ummul', 'baneen', 'hashimite', 'princess', 'ruqaiyah', 'bint', 'alhussain']"
440,2022-09-08 11:40:10+00:00,"['queen', ""'s"", 'doctors', 'concerned', 'majesty', ""'s"", 'health', 'buckingham', 'palace', 'statement', 'sgyedwle']"
