id,date,content
131,2022-09-09 06:48:52+00:00,"['deeply', 'saddened', 'passing', 'queen', 'elizabeth', 'iia', 'remarkable', 'individual', 'whose', 'life', 'epitomised', 'dignity', 'grace', 'service', 'beyond', 'self', 'presence', 'provided', 'stability', 'strength', 'end', 'era', 'queen', ""'s"", 'life', 'always', 'admired', 'never', 'forgotten', 'sxjdkk']"
132,2022-09-09 06:46:46+00:00,"['leader', 'unsecured', 'around', 'competent', 'people', 'end', 'organisationa', 'slow', 'deathlook', 'surrounding', 'rg', 'no', 'mass', 'support', 'everyone', 'nominationin', 'rs', 'orgcredentials', 'fragile', 'odd', 'mps', 'ls', 'leading', 'yatra']"
133,2022-09-09 06:44:09+00:00,"['stunned', 'part', 'shiva', 'now', 'waiting', 'part', 'dev', 'and', 'rip', 'said', 'paid', 'reviewpromotion', 'brahmashtrareview', 'brahmastramovie', 'brahmashtra', 'brahamastra', 'ranbirkapoor', 'aliabhatt', 'ayanmukerji', 'brahmastra', 'brahamastra', 'srccr']"
134,2022-09-09 06:42:11+00:00,"['queen', 'more', 'bail', 'fraud', 'misappropriation', 'waiting', 'conviction']"
135,2022-09-09 06:37:41+00:00,"['india', 'marching', 'ahead', 'vision', 'pm', 'modi', 'congress', 'cant', 'free', 'shackles', 'one', 'family', 'thank', 'you', 'shri', 'ji', 'good', 'bless']"
136,2022-09-09 06:36:20+00:00,"['omaxe', 'royal', 'street', 'bahadurgarh', 'bhk', 'floors', 'apartment', 'flat', 'forsale', 'sector', 'residential', 'property', 'su']"
137,2022-09-09 06:35:51+00:00,"['queen', 'elizabeth', 'total', 'networth', 'queen']"
138,2022-09-09 06:27:15+00:00,"['happened', 'us', 'found', 'later', 'throw', 'staffer', 'things', 'matter', 'family', 'system', 'however', 'fair', 'case', 'strict', 'vegetarians', 'knowing', 'amp', 'choosing', 'identity', 'staff', 'involved', 'cookingserving', 'may', 'illegitimate', 'sty']"
139,2022-09-09 06:23:34+00:00,"['th', 'death', 'anniversary', 'dr', 'v', 'kurien', 'born', 'nov', 'died', 'sept', 'architect', 'indias', 'largest', 'agricultural', 'development', 'program', 'ever', 'world', 'involving', 'million', 'farmer', 'families', 'world', 'food', 'prize', 'winner', 'padma', 'vibhushan', 'padma', 'bhushan', 'padma', 'shri']"
140,2022-09-09 06:14:42+00:00,"['th', 'death', 'anniversary', 'dr', 'v', 'kurien', 'born', 'nov', 'died', 'sept', 'architect', 'indias', 'largest', 'agricultural', 'development', 'program', 'ever', 'world', 'involving', 'million', 'farmer', 'families', 'world', 'food', 'prize', 'winner', 'padma', 'vibhushan', 'padma', 'bhushan', 'padma', 'shri', 'smqmgoq']"
141,2022-09-09 06:14:01+00:00,"['yes', 'banie', 'hain']"
142,2022-09-09 06:12:19+00:00,"['queen', 'oversaw', 'greater', 'decolonialism', 'sjgavd']"
143,2022-09-09 06:08:58+00:00,"['netaji', 'rises', 'queen', 'shall', 'make', 'way', 'remember', 'date', 'netajisubhaschandrabose', 'kartavyapath', 'ariseawake', 'ariseandshine', 'chalodillo', 'new', 'delhiindia']"
144,2022-09-09 06:06:14+00:00,"['toe', 'phir', 'tum', 'chale', 'jao', 'great', 'great', 'britain', 'rehne', 'yahan', 'kyun', 'bethe', 'hoe']"
145,2022-09-09 06:05:11+00:00,"['lost', 'soul', 'stevejobs', 'death', 'now', 'decade', 'death', 'memes', 'around', 'appleevent', 'seem', 'creative', 'product', 'itself', 'rememberingstevejobs', 'iphone', 'launch']"
146,2022-09-09 06:01:56+00:00,"['according', 'reports', 'queen', 'dies', 'peacefully', 'watching', 'cameo', 'masterpiece']"
147,2022-09-09 05:58:23+00:00,"['still', 'survey', 'find', 'everyone', 'attentive', 'look', 'news', 'like', 'going', 'next', 'king', 'queen']"
148,2022-09-09 05:57:11+00:00,"['rip', 'sepzshd']"
149,2022-09-09 05:53:21+00:00,"['queen', 'elizabeth', 'ii', 'uks', 'longestserving', 'monarch', 'died', 'balmoral', 'aged', 'reigning', 'years', 'queenelizabeth', 'died']"
150,2022-09-09 05:49:58+00:00,"['think', 'may', 'downloaded', 'wrong', 'elizabeth', 'image', 'queenelizabethii']"
151,2022-09-09 05:49:17+00:00,"['spoke', 'dr', 'neeta', 'ju', 'dr', 'chander', 'shekhar', 'ass', 'professors', 'wife', 'wife', 'levels', 'serious', 'allegations', 'said', 'conspiracy', 'husband', 'framed', 'family', 'friends', 'demand', 'cbi', 'enquiry', 'lets', 'unite', 'fight', 'back', 'justice', 'justicefordrchandershekhar']"
152,2022-09-09 05:48:33+00:00,"['sir', 'please', 'look', 'it']"
153,2022-09-09 05:41:19+00:00,"['princess', 'or', 'queen', 'travolta', 'wh', 'stcolxajmesp']"
154,2022-09-09 05:34:03+00:00,"['continuing', 'coverage', 'queens', 'demise', 'credible', 'voices']"
155,2022-09-09 05:11:59+00:00,"['sir', 'i', 'need', 'help', 'usmy', 'full', 'twitter', 'story', 'again', 'personal', 'metter', 'laws', 'familyi', 'requested', 'u']"
156,2022-09-09 05:07:41+00:00,"['tribute', 'ray', 'saheb', 'tagore', 'panchanan', 'barma', 'father', 'rajvanshi', 'nation', 'death', 'anniversary']"
157,2022-09-09 05:04:05+00:00,"['sir', 'difference', 'bjp', 'n', 'congress', 'british', 'queen', 'sudden', 'demise', 'goi', 'condolences', 'royal', 'family', 'independent', 'country', 'congress', 'power', 'three', 'day', 'national', 'mourn', 'mentally', 'independent', 'bharat']"
158,2022-09-09 04:57:25+00:00,"['airy', 'well', 'ventilated', 'well', 'lighted', 'rd', 'floor', 'bhk', 'flat', 'available', 'forrent', 'family', 'apartment', 'zakirnagar', 'newdelhi', 'residential', 'property']"
159,2022-09-09 04:51:02+00:00,['rip']
160,2022-09-09 04:50:05+00:00,"['queen', 'elizabeth', 'ii', 'passed', 'away', 'age', 'sep', 'years', 'prime', 'ministers', 'one', 'queen', 'queenelizabeth', 'queenelizabethii']"
161,2022-09-09 04:46:38+00:00,"['queen', 'elizabeth', 'ii', 'uks', 'longestserving', 'monarch', 'towering', 'figure', 'head', 'pre', 'amp', 'post', 'colonial', 'commonwealth', 'more', 'epitome', 'grace', 'elegance', 'may', 'rest', 'peace', 'shaped', 'history', 'empress', 'era', 'adieu', 'highness', 'queenelizabeth']"
162,2022-09-09 04:45:34+00:00,"['mythvsfact', 'triple', 'gods', 'brahma', 'vishnu', 'shiva', 'mortal', 'must', 'know', 'fact', 'dummy', 'gods', 'brahma', 'vishnu', 'mahesh', 'cycle', 'birthdeath', 'watch', 'sadhna', 'tv', 'pm', 'sgbc']"
163,2022-09-09 04:42:34+00:00,"['even', 'queen', 'waiting', 'kohlis', 'st', 'century', 'viratkohli', 'queenelizabeth']"
164,2022-09-09 04:41:52+00:00,"['indians', 'dancing', 'celebrating', 'end', 'last', 'british', 'colonial', 'symbol', 'replacing', 'british', 'king', 'georges', 'queen', 'elizabeth', 'father', 'statute', 'netajis', 'smarak', 'renaming', 'rajpath', 'kartaya', 'path', 'modi', 'now', 'last', 'job', 'get', 'back', 'kohinoor', 'sw']"
165,2022-09-09 04:39:25+00:00,"['rip', 'missed', 'hrithik', 'roshan']"
166,2022-09-09 04:37:17+00:00,"['mythvsfact', 'triple', 'gods', 'brahma', 'vishnu', 'shiva', 'mortal', 'must', 'know', 'fact', 'dummy', 'gods', 'brahma', 'vishnu', 'mahesh', 'cycle', 'birthdeath', 'download', 'sant', 'rampal', 'ji', 'maharaj', 'youtube', 'channel', 'information']"
167,2022-09-09 04:36:00+00:00,"['queen', 'elizabeth', 'sabeth', 'queenofengland', 'elizabeth', 'elizabethii']"
168,2022-09-09 04:32:49+00:00,"['era', 'unto', 'herself', 'decisive', 'n', 'powerful', 'leader', 'rip']"
169,2022-09-09 04:24:30+00:00,"['ju', 'dr', 'chander', 'shekhar', 'associate', 'professors', 'death', 'wife', 'levels', 'serious', 'allegations', 'cases', 'happening', 'every', 'office', 'men', 'rightful', 'work', 'hampers', 'interest', 'tortured', 'demeanedfalsely', 'allegated', 'forced', 'take', 'extreme', 'step', 'mentoo', 'cbi', 'enquiry', 'needed']"
170,2022-09-09 04:22:57+00:00,"['sending', 'love', 'friends', 'uk', 'today']"
171,2022-09-09 04:21:36+00:00,"['there', ""'s"", 'little', 'issue', 'british', 'royals', 'generally', 'step', 'changing', 'world', 'clutching', 'desperately', 'straws', 'relevance', 'slew', 'problematic', 'family', 'members', 'nazi', 'sympathisers', 'sexual', 'harassers', 'etc', 'so', 'queen', 'dead']"
172,2022-09-09 04:20:12+00:00,[]
173,2022-09-09 04:18:29+00:00,"['queen', 'elizabeth', 'uk', 'legal', 'owner', 'one', 'sixth', 'earths', 'land', 'surface', 'british', 'passports', 'issued', 'queen', 'elizabeths', 'name', 'one', 'queen', 'remains', 'female', 'member', 'royal', 'family', 'entered', 'armed', 'forces']"
174,2022-09-09 04:17:47+00:00,"['rest', 'peace', 'excellency', 'queen', 'elizabeth', 'ii', 'sjltzemu']"
175,2022-09-09 04:11:02+00:00,"['na', 'thhaam', 'sake', 'haath', 'na', 'pakad', 'sake', 'daaman', 'bade', 'kareeb', 'se', 'uthkar', 'chala', 'gaya', 'koi', 'indians', 'overreacting', 'english', 'queens', 'death']"
176,2022-09-09 04:10:44+00:00,"['woke', 'sad', 'news', 'queen', 'elizabeths', 'death', 'known', 'selfless', 'service', 'nation', 'commonwealth', 'respected', 'loved', 'figure', 'globally', 'passing', 'away', 'marks', 'end', 'era', 'rest', 'well', 'highness', 'soul', 'rest', 'peace']"
177,2022-09-09 04:09:56+00:00,"['queenelizabeth', 'witnessed', 'important', 'milestones', 'india', ""'s"", 'journey', 'independence', 'british', 'colony', 'india', ""'s"", 'rise', 'th', 'largest', 'economy', 'surpassing', 'uk', 'as', 'recent', 'last', 'week', 'end', 'era', 'sincere', 'condolences']"
178,2022-09-09 04:09:36+00:00,"['deepest', 'condolences', 'royal', 'family']"
179,2022-09-09 04:09:23+00:00,"['sir', 'due', 'respect', 'find', 'relevance', 'family', 'pms', 'deserving', 'opposition', 'leader', 'aap', 'amir', 'ho', 'ya', 'gareeb', 'usse', 'kya', 'fark', 'padta', 'hai', 'joker', 'joker', 'hi', 'hai']"
180,2022-09-09 04:05:58+00:00,"['majesty', 'queen', 'elizabeth', 'ii', 'remembered', 'personified', 'dignity', 'decency', 'good', 'leadership', 'pained', 'demise', 'thoughts', 'family', 'people', 'uk', 'sad', 'hour', 'queenelizabethii', 'narendramodi']"
181,2022-09-09 04:03:00+00:00,"['queen', 'like', 'dadi', 'world', 'ripqueenelizabeth']"
182,2022-09-09 04:02:19+00:00,"['little', 'flower', 'uprooted', 'could', 'blossom', 'death', 'proud', 'rip', 'queen']"
183,2022-09-09 03:58:14+00:00,"['two', 'elizabeths', 'together', 'ruled', 'uk', 'two', 'days', 'liztruss', 'queenelizabeth', 'queenelizabeth']"
184,2022-09-09 03:56:24+00:00,"['may', 'soul', 'rip', 'elizabethii', 'queenelizabethii']"
185,2022-09-09 03:42:11+00:00,"['sakinas', 'could', 'released', 'prison', 'even', 'death']"
186,2022-09-09 03:36:58+00:00,"['everyone', 'part', 'food', 'lovers', 'tv', 'family', 'along', 'journey', 'one', 'subscribers', 'followers', 'numbering', 'two', 'half', 'million', 'youtube', 'also', 'across', 'various', 'digital', 'platforms', 'believed', 'us', 'most']"
187,2022-09-09 03:29:29+00:00,"['queen', 'elizabeth', 'represented', 'monarchy', 'morally', 'supported', 'encouraged', 'plunder', 'loot', 'half', 'planet', 'centuries', 'looked', 'away', 'people', 'starved', 'death', 'nobody', 'family', 'said', 'word', 'slave', 'trade', 'bengal', 'famine', 'jalianwala', 'bagh', 'etc']"
188,2022-09-09 03:26:58+00:00,"['told', 'father', 'people', 'putting', 'instagram', 'stories', 'writing', 'rip', 'queen', 'shook', 'head', 'said', 'slave', 'mentality', 'never', 'says', 'things', 'like', 'this', 'did']"
189,2022-09-09 03:24:44+00:00,"['queen', 'elizabeth', 'ii', 'died', 'ii']"
190,2022-09-09 03:19:39+00:00,"['rest', 'peace', 'queen', 'elizabeth', 'missed', 'decades', 'prime', 'ministers', 'charmed', 'dignified', 'life', 'active', 'till', 'day', 'passing', 'queenelizabethiimemorial', 'svoqkdp']"
191,2022-09-09 03:17:34+00:00,"['dedication', 'duty', 'steadfastness', 'honesty', 'much', 'learnt', 'emulated', 'rip', 'queenelizabeth', 'stcohcudhyxg']"
192,2022-09-09 03:04:38+00:00,"['tragedy', 'congress', 'never', 'recognise', 'two', 'great', 'leaders', 'congress', 'does', ""n't"", 'see', 'beyond', 'fake', 'gandhi', 'family']"
193,2022-09-09 02:55:20+00:00,"['gyani', 'already', 'predicted', 'queens', 'death', 'june', 'souls', 'revolutionaries', 'anand', 'math', 'roared', 'wow', 'poetic', 'justice', 'netaji', 'roars', 'kartavya', 'path', 'amp', 'colonisers', 'queen', 'dies', 'bharat', 'rise', 'amp', 'roar', 'again']"
194,2022-09-09 02:51:46+00:00,"['queen', 'elizabeth', 'ii', 'britains', 'longestserving', 'monarch', 'passes', 'away', 'queenelizabeth']"
195,2022-09-09 02:50:26+00:00,"['dekho', 'yaar', 'jokes', 'aside', 'know', 'completely', 'angry', 'sad', 'chudail', 'raanis', 'death', 'dead', 'worlds', 'dhoom', 'taana', 'nana', 'whichll', 'transpire', 'diana', 'amp', 'elizabeth', 'dream', 'come', 'true', 'melodramatic', 'south', 'asian', 'amp', 'colonized', 'identity', 'klesh', 'galore']"
196,2022-09-09 02:49:13+00:00,"['greetings', 'twitter', 'family']"
197,2022-09-09 02:44:00+00:00,"['britons', 'accusing', 'pm', 'modi', 'main', 'reason', 'queens', 'death', 'modi', 'ji', 'removed', 'statue', 'king', 'georgefather', 'queen', 'elizabeth', 'delhis', 'rajpath', 'renamed', 'kartavta', 'path', 'queen', 'could', ""n't"", 'handle', 'trauma', 'this', 'modi', 'ji', 'you', 'cry', 'britons']"
198,2022-09-09 02:42:24+00:00,"['mythvsfact', 'triple', 'gods', 'brahma', 'vishnu', 'shiva', 'mortal', 'must', 'know', 'fact', 'dummy', 'gods', 'brahma', 'vishnu', 'mahesh', 'cycle', 'birthdeath']"
199,2022-09-09 02:33:53+00:00,"['queen', 'elizabeth', 'died', 'age', 'elizabethii']"
200,2022-09-09 02:29:13+00:00,"['husbands', 'family', 'nazi']"
201,2022-09-09 02:20:27+00:00,"['god', 'rest', 'soul', 'peacequeen', 'elizebth']"
202,2022-09-09 02:19:49+00:00,"['human', 'emotional', 'intelligence', 'kindness', 'integrity', 'deepest', 'condolences', 'family', 'queen', 'queenelizabethii', 'srin']"
203,2022-09-09 02:14:36+00:00,"['three', 'it', ""'s"", 'possibly', 'sudden', 'cardiac', 'death', 'amp', 'could', 'related', 'post', 'covid', 'effects', 'heart']"
204,2022-09-09 02:10:44+00:00,"['rip', 'queen', 'elizabeth', 'queenelizabeth', 'londonbridge']"
205,2022-09-09 02:04:52+00:00,"['saddened', 'passing', 'away', 'queen', 'condolences', 'family', 'british', 'citizens', 'may', 'soul', 'rest', 'peace']"
206,2022-09-09 01:57:12+00:00,"['common', 'wealth', 'group', 'nations', 'world', 'remember', 'part', 'history', 'dignity', 'amp', 'poise', 'unparalleled', 'share', 'grief', 'ppl', 'britain', 'amp', 'may', 'soul', 'rest', 'peace']"
207,2022-09-09 01:51:45+00:00,"['respectful', 'homage', 'queenelizabeth', 'passing', 'away', 'yrs', 'reign', 'benevolent', 'sovereign', 'rare', 'find', 'impeccable', 'headofstate', 'queen', 'hardly', 'faltered', 'performing', 'duties', 'democratic', 'sovereign', 'never', 'allowed', 'religion', 'conquer', 'state']"
208,2022-09-09 01:48:07+00:00,"['pictures', 'queen', 'elizabeth', 'ii', 'indian', 'leaders', 'prime', 'minister', 'narendra', 'modi', 'former', 'prime', 'minister', 'indira', 'gandhi', 'former', 'president', 'pratibha', 'patil', 'former', 'president', 'kr', 'narayan', 'queenelizabeth', 'queenelizabethii']"
209,2022-09-09 01:47:42+00:00,"['queenelizabeth', 'unitedkingdom', 'britain', 'kingcharles']"
210,2022-09-09 01:44:04+00:00,"['deepest', 'condolences', 'royal', 'family', 'may', 'soul', 'royal', 'highness', 'queen', 'elizabeth', 'ii', 'rest', 'peace']"
211,2022-09-09 01:39:04+00:00,"['sincere', 'apologies', 'confusing', 'edwina', 'mountbatten', 'princess', 'elizabeth', 'tweets', 'queenelizabethii', 'blame', 'childhood', 'misunderstanding', 'poor', 'memory', 'since', 'deleted', 'tweets', 'long', 'edit', 'button']"
212,2022-09-09 01:29:49+00:00,"['breakingnews', 'england', 'britain', 'queenelizabethii']"
213,2022-09-09 01:24:24+00:00,"['sending', 'condolences', 'indian', 'dental', 'industry', 'royal', 'family', 'ripqueen', 'may', 'soul', 'finds', 'peace', 'snkkaau']"
214,2022-09-09 01:23:28+00:00,"['lady', 'kanganaranaut', 'studied', 'history', 'neither', 'got', 'family', 'freedom', 'struggle', 'india', 'always', 'compare', 'freedom', 'fighters', 'amp', 'struggle', 'abuse', 'disrespect', 'openly', 'official', 'spokesperson', 'pm']"
215,2022-09-09 01:22:07+00:00,"['deeply', 'saddened', 'passing', 'majesty', 'queenelizabeth', 'ii', 'thoughts', 'prayers', 'royal', 'family', 'people', 'unitedkingdom', 'omshanti', 'queenelizabethii', 'sx']"
216,2022-09-09 01:21:46+00:00,['queen']
217,2022-09-09 01:00:18+00:00,"['godmorningfriday', 'religious', 'leader', 'share', 'new', 'knowledge', 'one', 'heard', 'told', 'sant', 'rampal', 'ji', 'maharaj', 'started', 'proven', 'knowledge', 'coming', 'kaals', 'trap', 'along', 'hidden', 'divine', 'power', 'permanent', 'happiness', 'satlok', 'one', 'knew', 'queen']"
218,2022-09-09 00:36:52+00:00,['rip']
219,2022-09-09 00:25:50+00:00,"['heartbroken', 'passing', 'majesty', 'queen', 'leaves', 'behind', 'extraordinary', 'legacy', 'fantastic', 'example', 'duty', 'service', 'steadfastness', 'constant', 'steadying', 'presence', 'uk', 'head', 'state', 'years']"
220,2022-09-09 00:01:54+00:00,"['posted', 'photo', 'royal', 'pepper', 'peeragarhi']"
221,2022-09-09 00:01:36+00:00,"['britain', 'mourns', 'death', 'longest', 'serving', 'monarch', 'queen', 'elizabeth', 'ii']"
222,2022-09-08 23:24:43+00:00,"['queen', 'elizabeth', 'ii', 'died', 'aged']"
223,2022-09-08 22:36:37+00:00,"['queen', 'elizabeth', 'passes', 'away', 'queenelizabeth', 'queenelizabethii', 'rest', 'piece']"
224,2022-09-08 21:52:10+00:00,"['queen', 'elizabeth', 'ii', 'britains', 'longest', 'serving', 'monarch', 'passed', 'away', 'age', 'visited', 'amritsar', 'year', 'queen', 'died', 'peacefully', 'balmoral', 'today', 'may', 'soul', 'rest', 'peace', 'heartful', 'condolences', 'royal', 'family', 'whole', 'united', 'kingdom']"
225,2022-09-08 21:34:44+00:00,"['hi', 'indian', 'guy', 'rejoicing', 'death', 'like', 'lived', 'god', 'damn', 'year', 'thats', 'got', 'ta', 'record', 'something', 'sorry', 'break', 'nice', 'inspiring', 'people', 'around', 'world', 'read', 'colonialism']"
226,2022-09-08 21:03:40+00:00,"['rip', 'elizabethii', 's']"
227,2022-09-08 21:02:37+00:00,"['sad', 'rip', 'elizabethii']"
228,2022-09-08 20:57:16+00:00,"['death', 'majesty', 'queen', 'elizabethll', 'profoundly', 'sad', 'moment', 'uk', 'commonwealth', 'world', 'life', 'one', 'extraordinary', 'dedication', 'service', 'convey', 'deepest', 'condolences', 'king', 'royal', 'family']"
229,2022-09-08 20:43:07+00:00,['rip']
230,2022-09-08 20:31:39+00:00,"['rip', 'queen', 'elizabeth', 'ii', 'th', 'february', 'th', 'september', 'age', 'ripqueenelizabeth']"
231,2022-09-08 20:30:39+00:00,"['queen', 'elizabeth', 'ii', 'uks', 'longestserving', 'monarch', 'died', 'balmoral', 'aged', 'reigning', 'years', 'queenelizabeth', 'queenelizabethii', 'spm']"
232,2022-09-08 20:20:17+00:00,"['mourn', 'queen', 'elizabeth', 'kingdom', 'heard', 'support', 'kids', 'pandemic', 'felt', 'like', 'grand', 'mother', 'healing', 'n', 'supporting', 'them', 'love', 'n', 'regards', 'queen', 'rip']"
233,2022-09-08 19:58:01+00:00,"['heartfelt', 'condolences', 'british', 'public', 'family', 'queenelizabeth', 'realise', 'queen', 'duty', 'past', 'seventy', 'years', 'great', 'testament', 'life', 'om', 'shanti']"
234,2022-09-08 19:56:17+00:00,"['yes', 'irreplaceable', 'queen', 'else']"
235,2022-09-08 19:54:30+00:00,['rip']
236,2022-09-08 19:51:54+00:00,"['anushka', 'one', 'even', 'queen', 'waiting', 'ur', 'rip', 'queenelizabeth', 'queen', 'elizabeth', 'ii', 'rest', 'peace', 'rest', 'peace', 'sz']"
237,2022-09-08 19:43:59+00:00,"['hate', 'monarchy', 'long', 'oppressive', 'history', 'had', 'able', 'hold', 'legacy', 'responsibility', 'landed', 'her', 'grace', 'remembered', 'generations', 'people', 'allowed', 'mourn', 'peoples', 'death', 'may', 'rest', 'peace', 'queenelizabeth']"
238,2022-09-08 19:39:45+00:00,"['queen', 'elizabeth', 'ii', 'died', 'aged']"
239,2022-09-08 19:39:33+00:00,"['unsc', 'pays', 'homage', 'departed', 'british', 'queen', 'elizabeth', 'counsellor', 'diplomat', 'representing', 'india']"
240,2022-09-08 19:38:01+00:00,"['united', 'kingdom', 'excellent', 'destination', 'students', 'pursue', 'career', 'psychology', 'apply', 'top', 'uk', 'universities', 'get', 'info', 'info', 'studyinuk', 'studyabroad', 'studyinuk', 'uk', 'ielts', 'education', 'studyoverseas', 'studyuk']"
241,2022-09-08 19:37:14+00:00,"['l', 'l', 'queenelizabeth', 'queen', 'queenofengland']"
242,2022-09-08 19:35:04+00:00,"['queen', 'elizabeth', 'already', 'lived', 'peace', 'today', 'na', 'know', 'rest']"
243,2022-09-08 19:33:39+00:00,"['rip', 'glorious', 'gracious', 'lady', 'i', ""'m"", 'royalist', 'always', 'held', 'queen', 'elizabeth', 'highest', 'regard', 'human', 'being', 'despite', 'tumults', 'family', 'maintained', 'poise', 'grace', 'decorum', 'decency', 'kept', 'standard', 'flying', 'high']"
244,2022-09-08 19:33:29+00:00,"['would', 'ruled', 'dhoom', 'queenelizabeth', 'house', 'britan', 'second', 'name', 'queen', 'commonwealth', 'mother', 'princes', 'underground', 'provider', 'chains', 'rip', 'queenelizabethii', 'queenelisabeth', 'yrf', 'dhoom', 'hrithikroshan']"
245,2022-09-08 19:32:07+00:00,"['national', 'anthem', 'would', 'change', 'god', 'save', 'king', 'god', 'save', 'queen']"
246,2022-09-08 19:26:01+00:00,['elizabeth']
247,2022-09-08 19:24:50+00:00,"['uk', 'queen', 'expired', 'kamaalskalm', 'queenelizabeth', 'queenelizabethii']"
248,2022-09-08 19:24:24+00:00,"['british', 'queenelizabeth', 'elizabethii', 'passes', 'away', 'visited', 'india', 'rip', 'queenelizabethii', 'smkjol']"
249,2022-09-08 19:23:35+00:00,"['queen', 'elizabeth', 'ii', 'died', 'buckingham', 'palace', 'announced', 'thursday', 'ripelizabeth', 'queenelizabethii', 'britain']"
250,2022-09-08 19:23:24+00:00,"['ancestors', 'died', 'fighting', 'freedom', 'queen', ""'s"", 'family', 'people', 'cheering', 'legacy', 'forget', 'jallianwala', 'bagh', 'bengal', 'famine', 'partition']"
251,2022-09-08 19:22:57+00:00,"['great', 'respect', 'queen', 'queenelizabethii']"
252,2022-09-08 19:21:54+00:00,"['lowkey', 'disappointed', 'throne', 'did', ""n't"", 'directly', 'pass', 'william', 'tho', 'hoping', 'queen', 'could', 'pull', 'another', 'decade', 'more']"
253,2022-09-08 19:21:36+00:00,"['ab', 'ye', 'khbr', 'kaun', 'faila', 'rha', 'hai', 'ki', 'vk', 'ka', 'form', 'bapas', 'dekhkar', 'queen', 'elizabeth', 'ki', 'mrityu', 'viratkohli']"
254,2022-09-08 19:20:54+00:00,"['god', 'save', 'bad', 'queen', 'jokes']"
255,2022-09-08 19:19:22+00:00,"['meanwhile', 'indians', 'busy', 'repurposing', 'joke', 'funnier', 'philip', 'died', 'coz', 'joke', 'fresh', 'incident', 'harry', 'meghan', 'separating', 'family']"
256,2022-09-08 19:17:35+00:00,"['``', 'queen', 'elizabeth', 'ii', 'died', 'aged', '``', 'sxuyshpfr']"
257,2022-09-08 19:15:29+00:00,"['love', 'british', 'twitter', 'humour', 'next', 'level', 'remember', 'spectacular', 'job', 'philip', 'died', 'too', 'spitting', 'better', 'content', 'queen', 'passing']"
258,2022-09-08 19:15:27+00:00,"['majesty', 'queen', 'served', 'country', 'tirelessly', 'years', 'rest', 'peace', ""ma'am""]"
259,2022-09-08 19:14:58+00:00,"['prayers', 'thoughts', 'royal', 'family', 'people', 'uk', 'commonwealth', 'countries', 'queen', 'decades', 'prime', 'minister', 'rest', 'peace', 'majesty', 'queenelizabeth', 'ripqueen']"
260,2022-09-08 19:14:21+00:00,"['majesty', 'queen', 'elizabeth', 'ii', 'died', 'peacefully', 'balmoral', 'life', 'full', 'history', 'triumphs', 'steadiness', 'poise', 'celebrated', 'countless', 'around', 'world', 'mourn', 'loss', 'great', 'monarch', 'queen', 'restinpeace']"
261,2022-09-08 19:13:05+00:00,"['enigmatic', 'dutiful', 'dignified', 'dedicatedmost', 'respected', 'famous', 'clicked', 'woman', 'world', 'adjectives', 'galore', 'queen', 'thought', 'would', 'live', 'forever', 'passing', 'away', 'indeed', 'saddening', 'ripqueen', 'queenelizabeth']"
262,2022-09-08 19:12:06+00:00,"['queen', 'elizabeth', 'died', 'years', 'old', 'rip', 'queenelizabeth']"
263,2022-09-08 19:10:46+00:00,"['queen', 'elizabeth', 'ii', 'britains', 'longest', 'serving', 'monarch', 'passed', 'away', 'age', 'visited', 'amritsar', 'year', 'the', 'queen', 'died', 'peacefully', 'balmoral', 'today', 'heartful', 'condolences', 'royal', 'family', 'whole', 'united', 'kingdom', 'saddemise', 'queenelizabeth', 's']"
264,2022-09-08 19:08:47+00:00,"['queen', 'dead', 'long', 'live', 'imperialism', 'queenelizabeth']"
265,2022-09-08 19:08:09+00:00,"['dadi', 'queenelizabeth', 'chali', 'gayi', 'ab', 'kohinoor', 'pehen', 'ne', 'wala', 'koi', 'hai', 'nahi', 'justasking', 'anyways', 'rip', 'queen', 'elizabeth', 'om', 'shanti']"
266,2022-09-08 19:05:26+00:00,"['time', 'uk', 'change', 'face', 'currencyqueenelizabeth']"
267,2022-09-08 19:05:14+00:00,"['queenelizabeth', 'british', 'elizabeth', 'elizabeth', 'elizabethii', 'elizabeththelast']"
268,2022-09-08 19:04:44+00:00,"['watchingthe', 'crown', 'got', 'know', 'queenelizabethii', 'life', 'story', 'queen']"
269,2022-09-08 19:02:13+00:00,"['indias', 'emergence', 'world', 'stage', 'would', 'one', 'main', 'forces', 'shaping', 'st', 'century', 'queen', 'elizabeth', 'ii', 'banquet', 'hosted', 'honour', 'visiting', 'indian', 'prez', 'pratibha', 'patil', 'uk']"
270,2022-09-08 19:02:07+00:00,"['note', 'return', 'colonial', 'loot', 'start', 'kohinoor', 'give', 'away', 'rock', 'africa', 'queenelizabeth', 'uk', 'queenelizabethii', 'british', 'raj']"
271,2022-09-08 19:00:12+00:00,"['unsaid', 'competition', 'mdh', 'vale', 'chacha', 'amp', 'queen', 'indians', 'know', 'queen', 'fine', 'margin', 'lived', 'graceful', 'life', 'indeed', 'rip']"
272,2022-09-08 18:58:46+00:00,"['sad', 'news', 'queen', 'elizabeth', 'ii', 'passed', 'away', 'age', 'years', 'prime', 'ministers', 'one', 'queen', 'end', 'era', 'queenelizabeth', 'queenelizabethii']"
273,2022-09-08 18:57:26+00:00,"['queen', 'elizabeth', 'ii', 'died', 'aged']"
274,2022-09-08 18:57:11+00:00,"['king', 'got', 'century', 'queen', 'missed', 'it']"
