,date,content
36,2022-09-09 20:22:10+00:00,"We posted a new video on #YouTube today that features the new Giant 3kg Irish Fish and Chips Challenge hosted by @DavyByrnes in Dublin, Ireland!! #irish #seafood #foodchallenge #fishandchips #dublin #ireland https://t.co/pcfJgZr4al https://t.co/KGkN7wZGMJ"
37,2022-09-09 20:20:01+00:00,Trishy baby #GarthBrooks #queen https://t.co/5JAIWd7l9D
38,2022-09-09 20:10:32+00:00,"@luckieluciee @saoirse_mchugh She was 96 and continued till the very  last moment,  respect  to a strong woman  RIP🌹
She sat behind  her desk each day , attending  consultation , privy Councils, meetings with politicians  + Ambassadors attending  functions + events meeting  the people."
39,2022-09-09 19:40:49+00:00,"The Land of Cockaigne (1567) was a well known tale in Europe (there’s even an Irish version). It was a place of plenty yet Brueghel chooses to use the tale to warn against sloth, indolence &amp; gluttony. This probably was a reflection of the artist’s religious beliefs. https://t.co/BlNphC0Omo"
40,2022-09-09 19:40:18+00:00,"Little friends &amp; family sneak peek of #BigMikes tonight.
You guys have no idea what you're in for!
Well done @MichaelsCoDub https://t.co/Mv33Buhvvv"
41,2022-09-09 19:35:01+00:00,@KBoyler12 Brilliant photo mate #family ❤️
42,2022-09-09 19:34:16+00:00,"So lovely to see the amazing Andrew recognised by @jeremycorbyn   I popped over to his page to get a leader honouring the queen without fawning over the rottenness of “rank in supremacy by birth”, and it was a nice surprise. https://t.co/EwViFFtovN"
43,2022-09-09 19:30:21+00:00,@mcainey88 @jack_avfccubs @ActualOllieKay @Supermurph99 @kdkilbane77 Did you bore the queen to death?
44,2022-09-09 19:29:33+00:00,"Here’s an ink drawing I added to my Etsy shop today. It’s a celebration of Irish hares, a species unique to Ireland. Hares are associated with transformation in Irish Celtic mythology: https://t.co/xCDLOvIV4k"
45,2022-09-09 19:29:27+00:00,"The artist built up a following for his much appreciated interpretations of Lowlands traditions &amp; sayings. The Triumph of Death (c1562) depicts scenes of an army of skeletons dragging people down to hell. No one is safe, no matter their status in life. https://t.co/GAUwNpaqKY"
46,2022-09-09 19:24:43+00:00,"Thread: Pieter Brueghel the Elder (c1525-1569) is one of the greatest atmospheric, &amp; arguably the most important, Flemish painters of the 16th C. He was also the founder of a family of artists. He died on this day. His works are beloved. Let’s take a look! https://t.co/E793Lht7H5"
47,2022-09-09 19:17:42+00:00,I was one of the first 100 people in Ireland on twitter and I never heard of Irish twitter
48,2022-09-09 18:56:34+00:00,This is where Britain &amp; Ireland are headed. The media in both countries need to have a long hard look at themselves given their constant incitement to hatred against LGBT+ people. You have blood on your hands. https://t.co/wc7rqIbO6i
49,2022-09-09 18:56:33+00:00,"@RyanRay74 @noahrobson_ @premierleague That's an act of God, the Queen died of natural causes, people should be refunded"
50,2022-09-09 18:54:35+00:00,Didn’t realise that Jeremy Dixon was now working for the Irish Times. https://t.co/vZzbVivoNm
51,2022-09-09 18:39:47+00:00,@McManusDavid @JoeRyanWx @campaign4frank @FineGael And how many of the 27000 houses were giving to non national people while 11000 Irish people are homeless your party is a joke
52,2022-09-09 18:36:12+00:00,@joannembyrne @EACSociety 👏👏👏👏 queen
53,2022-09-09 18:32:34+00:00,@mrkocnnll I hardly think even the the queen of England’s death is going to purge Twitter.
54,2022-09-09 18:32:17+00:00,@Marsilmad I started to unmask when I found out I was autistic. Then people who said I was still the same person I’d always been started to become more and more distant and annoyed with me. So I stopped. I’m still not sure who I really am sometimes.
55,2022-09-09 18:26:27+00:00,@rtenews @Ocionnaith They can thank all the NIMBYs and the left wing Irish parties for continuously opposing student acomodation and apartment buildings across Dublin.
56,2022-09-09 18:20:03+00:00,"@RegularReh In the UK that is how the feeling is at the moment. 
Unfortunately, can't advise how people must react to when someone dies. I for one will not celebrate a death Rehana."
57,2022-09-09 18:15:17+00:00,@FootballCliches @Pottell Save your royal observations for the Dublin live show! https://t.co/c6g9ZT7WvF
58,2022-09-09 18:10:31+00:00,@RegularReh The overwhelming majority in Britain support the Queen and the Royal family Rehana.
59,2022-09-09 17:54:48+00:00,@sinsin2328 Queen Consort would suit ye 😂 https://t.co/uKE21Td9Pd
60,2022-09-09 17:49:44+00:00,How unspeakably tragic for this poor family. Lots of love to you all ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ https://t.co/Zu6LOybFZr
61,2022-09-09 17:42:11+00:00,Hey Irish music Twitter 👋🏻 Would anyone like these cassettes? Or know anywhere that might take them? Going free to a good home #cassettefairy 🧚‍♀️🎶 https://t.co/zmck9zyTJq
62,2022-09-09 17:38:38+00:00,@mightbeautistic I believe I am autistic and have ADHD. I reeeeeeeally want to persue a dx but the cost of such here would get my family and I a fab holiday soooo we travel instead and I flail between certainty of what I believe and serious imposter syndrome and intense doubt.... 💜
63,2022-09-09 17:34:09+00:00,"@DavidCarr2002 @tcoreagain @RexChapman I'm unique. I have cousins in Bradford whose dad is Irish, they would never call themselves Irish because they were born and raised in Yorkshire and are proud Northerners."
64,2022-09-09 17:33:31+00:00,"Típico de peroncho creer que el irlandés y el escocés  promedio siente lo mismo que un argentino tras la muerte de la reina de UK.

Ridiculous. 
Todo tontos."
65,2022-09-09 17:30:38+00:00,@DavidCarr2002 @tcoreagain @RexChapman We are two different people. Most people in the UK have some Irish ancestry but you NEVER hear someone from England with an Irish granny calling themselves Irish.
66,2022-09-09 17:30:27+00:00,OHIO (and MLS) FRIENDS AND FAMILY!!!!! IMPORTANT THREAD: https://t.co/WlAcxTyr5b
67,2022-09-09 17:27:50+00:00,"Lest we forget in the year of celebration of Irish Independence #RomeRule replaced #BritishRule: The staggering cruelty of Irelands Church-run ‘mother and baby homes’ 
#catherinecoreless #MotherAndBabyHomes #TuamBabies #Stand4Truth #CapturingHistory 
https://t.co/lGo5kPmIG9"
68,2022-09-09 17:24:58+00:00,"@gavinjdaly @Lucycaddell @pb4p Its really not. There's an entire, constantly running political movement in Britain called Republic, which seeks to abolish the monarchy and usher in a republic. Even they released a statement expressing condolences and saying now is not the time."
69,2022-09-09 17:22:09+00:00,@HistorianMom Isn't most of the pomp and pageantry Victorian/Edwardian? If I were Charles I would have a small coronation. People in the UK are struggling and an expensive and ostentatious coronation would be tone deaf.
70,2022-09-09 17:16:04+00:00,Good jaysus. On a bus I just seen David Icke on tik tok.   Ah here let the woman RIP.     I pissed meself laughing at him 35 years ago on Wogan. When does the gig/ grift stop.   ???  #shapeshiftinglizardsmearse
71,2022-09-09 17:12:48+00:00,"All the travelling family have arrived, house is chaotic &amp; a total shambles.  It’s wonderful!! ❤️
#farflungfamily"
72,2022-09-09 17:11:20+00:00,"Forgot the number but it’s (2/3) 😂 Britain, your ignorance towards Ireland will always annoy us, but you must remember that our independence from you is literally our identity, it defines our young republic! (3/3)"
73,2022-09-09 17:11:12+00:00,The composure of king Charles.. wow fair play to him.. he still just lost his mam and his kids grandma.. he did the UK proud there https://t.co/LfIxWKu8Ja
74,2022-09-09 17:07:53+00:00,"Yep , and friends with """" ""ROYAL"" "" (PEDOS https://t.co/auWX72hdiG"
