,date,content
2,2022-09-09 10:03:44+00:00,"Slaves! Just slaves!
He's CSS officer and still don't even know the basics of Islam!
Our civil servants are the best examples of slaves of government of British origin.
You can’t say RIP acc. to the book of the Emperor of emperors(Allah). https://t.co/JwZIHYnJ05"
3,2022-09-09 03:21:46+00:00,"2 legends in this click ❤ 
one left us to her heavenly abode yesterday RIP, the other inshallah will take🇵🇰through these uncertain times. May Allah give @ImranKhanPTI health and strength to face these tyrants @OfficialDGISPR controlling our country. 
#QueenElizabethII https://t.co/4xCvbf7ObD"
4,2022-09-09 03:01:36+00:00,"Operation London Bridge activated. 
#QueenElizabethII 
#TheQueen 
May she rest in peace 🙏 https://t.co/xmTI9PuPpV"
5,2022-09-09 03:00:08+00:00,"Why Ireland is so happy with death of Queen Elizabeth ?
#QueenElizabeth"
6,2022-09-09 02:21:06+00:00,"@HamzaSS Someone tell him we cannot write ""rest in peace"" for a non Muslim"
7,2022-09-09 02:12:49+00:00,"Rest in peace the most incredible longest serving female monarch #QueenElizabethII 
What an amazingly strong person she was, always so calm,composed in all circumstances and served her people with such dignity and grace .
@ukinpakistan @CTurnerFCDO 
#QueenElizabeth https://t.co/YLzQZWuPPN"
8,2022-09-09 00:13:41+00:00,"Full video: https://t.co/gr1sYnOugO Queen Elizabeth, Britain’s longest-reigning monarch and the nation’s figurehead for seven decades, has died aged 96.

#queenelizabeth #unionjack #buckinghampalace #PrinceCharles #kingcharles #princewilliam #princeharry #MeghanMarkle #ladydiana https://t.co/1nfy6Txu9f"
9,2022-09-08 22:45:55+00:00,"All beings tremble before violence. All fear death, All love life. See yourself in others. Then whom can you hurt? What harm can you do? 
~Buddha
#Compassion #Pakistan
#endspeciesism 
#animalliberation #VeganForTheAnimals https://t.co/sTxeCF70nj"
10,2022-09-08 22:37:22+00:00,London Bridge has fallen down. #QueenElizabethII Rip https://t.co/1Z74fL38Zj
11,2022-09-08 22:14:24+00:00,"England's queen Elizabeth died today. Death is a reality which no one can deny even if one is rich, influential or powerful. Everyone has to surely leave this world.
#QueenElizabeth 
#Queen #Diana"
12,2022-09-08 21:51:16+00:00,"Wherever you may be, death will overcome you - even if you were in fortified towers

#Quran 4:78"
13,2022-09-08 20:33:36+00:00,@MirMAKOfficial RIP on bloody Afghani's 😡 #NamakHaramAfghani 🇦🇫
14,2022-09-08 20:32:20+00:00,"The Britain 🇬🇧 Majesty #QueenElizabeth Queen Elizabeth II 
RIP #ElizabethII https://t.co/x79tOZRuZw"
15,2022-09-08 20:31:00+00:00,"Me: *Applies for bereavement leave*

Manager: Hey is everything okay?

Me: Jee wo Queen ki death ho gayi hai tou sab Royals ne afsos krne jana hai

Manager: Tu konsa royal hai?

Me: Nani mujhe bachpan se Shehzada kehti hain..."
16,2022-09-08 20:17:35+00:00,@FiazMahmood RIP on bloody Afghani's 😡 #NamakHaramAfghani
17,2022-09-08 20:14:37+00:00,"Ending Era of Britain 🇬🇧 
Her Majesty' Queen Elizabeth II 
#QueenElizabeth Rest In Peace 🕊️
#ElizabethII 🇬🇧 RIP https://t.co/KY5gpQOF69"
18,2022-09-08 19:45:42+00:00,"7 Decades, 15 Prime Ministers. 1 Queen.               

Her Majesty, Queen Elizabeth II 
#QueenElizabeth https://t.co/vGVG5qVh7a"
19,2022-09-08 18:17:59+00:00,"Queen Elizabeth II, the UK's longest-serving monarch, has died at Balmoral aged 96, after reigning for 70 years.

What Happens When Britain’s Queen Elizabeth II Dies?

Charles becomes king immediately upon Elizabeth’s death. #queenelizabeth #queenelizabethdeath #PrinceCharles https://t.co/ZjZYLd5qi2"
20,2022-09-08 18:08:52+00:00,Queen Elizabeth spent over 70 years in public service from a very young age May she rest in peace Our thoughts &amp; condolences to the royal family  #Queen #QueenElizabeth https://t.co/GoBGmzcmz5
21,2022-09-08 18:07:58+00:00,@henrywinter @GaryJamesWriter @premierleague @EFL But that was a different kind of death
22,2022-09-08 17:58:02+00:00,"7 Decades
15 Prime Ministers            

Her Majesty, Queen Elizabeth II 
#QueenElizabeth"
23,2022-09-08 17:57:58+00:00,"Guys, do you think the cast of Don’t Worry Darling had to do something with the queen’s death?"
24,2022-09-08 17:55:40+00:00,"London bridge has fallen.
RIP
QUEEN ELIZABETH THE SECOND"
25,2022-09-08 17:54:12+00:00,"Her Majesty, 🫡🇬🇧 https://t.co/SH6lpqUn92"
26,2022-09-08 17:48:38+00:00,May your soul Rest In Peace Queen Elizabeth II 🕊
27,2022-09-08 17:41:16+00:00,"Rest in Peace #TheQueenElizabeth
https://t.co/TXL5kGyNxr"
28,2022-09-08 14:35:34+00:00,@HtotheQ @NYMUFC Latvian news saying so. Also 7 members of royal family on way to Aberdeen and Harry and Meghan also coming separately
29,2022-09-08 14:24:12+00:00,"Pakistan will play two Warm Up Matches before the T20 World Cup 2022
vs England on October 17… 
vs Afghanistan on October 19 … 
both at Gabba, Brisbane 

#T20WorldCup2022 #Pakistan #ICC #AsiaCup2022 https://t.co/AYDa5FLxxO"
