,date,content
44,2022-09-09 09:19:29+00:00,"i have never blocked a woman on here but, that idiot who blamed a monarchy and The Queen for the conflict between Ireland and England wants to take a closer look at the governance of Ireland ! bunch of fucking monkeys! The Vikings came first! know your history then debate! ❤️❤️❤️"
45,2022-09-09 09:16:43+00:00,"@Barnesy19 Not at all. Clearly carefully chosen words and respectful of other people’s views. Your Tweet though is very disrespectful, both to the Queen by politicising her death and to Corbyn who was simply recognising what has happened. You should consider if you want to leave it up."
46,2022-09-09 09:03:17+00:00,@Minceirbeoir My heart breaks for Twink 💔 may her beauties RIP 💙❤
47,2022-09-09 08:50:56+00:00,@ajridgeley I am absolutely heartbroken. I'm lost for words. Rest In Peace Your Majesty! 💔
48,2022-09-09 08:48:01+00:00,@Marymcprod Thinking of you all at this incredibly difficult and sad time.. there are no words of comfort to express the immense grief all the family &amp; friends must be experiencing.  May they Rest in Peace.
49,2022-09-09 08:32:38+00:00,@rte @rtenews What a painful and difficult day. My hearts goes out to them. RIP little ones. I hope their mam is surrounded by loved ones and community.
50,2022-09-09 08:22:29+00:00,@melharbour But his name isn't Carol. 🤷🏻‍♀️Although King Carol has an Old England ring to it.
51,2022-09-09 07:45:01+00:00,"@itsKatieJLester @IAmJohnAles @RexChapman What’s disheartening is that @RexChapman would choose to tweet an opinion piece from March 2021 with “Holy Shit” over it on the day of the Queen’s death, insulting an entire nation and stirring up conflict, for the sake of 10k ‘likes’. Here’s what happened in Ireland yesterday: https://t.co/YobQeRefgv"
52,2022-09-09 07:12:43+00:00,Have flights there for Scotland away in 2 weeks and 51% of me is fucking delighted I’m not going cos I’d probably cringe to death and 49% of me is still 19 years old and wants to be paraplegic trying to get up on tables in Kitty’s singing James McClean hates the Queen all weekend
53,2022-09-09 07:03:49+00:00,@ErinChack Most definitely. It should be a free and fair election. I think Boris fancies himself King of England.
54,2022-09-09 06:37:56+00:00,"@rorymcevoy @davidmcwriter Hillsborough, Diana’s death, 911, good Friday agreement signed, brexit vote."
55,2022-09-09 06:14:04+00:00,"My thoughts today are with the family, friends and wider community of siblings Lisa, Chelsea and Christy who will be laid to rest today.Love your children all the more today.Rest in Peace. https://t.co/P1RhhxNR5x"
56,2022-09-09 05:52:12+00:00,"@PJohnstonFCDO @RTERadio1 @morningireland Condolences to you and all the people of Britain on the death of your monarch. The late Queen had a particular affinity with horses and she loved her visit to the @IrishNatStud, an event I was honoured to attend"
57,2022-09-09 01:29:23+00:00,"It's weird how all the bigots posting about the British Queen's death claiming to be Irish actually come from the US. You're not Irish, stop pretending to be Irish and keep your jingoistic nonsense to yourself, don't drag Ireland into it because your ggg granny came from Cork"
58,2022-09-09 01:13:15+00:00,Tonight over the #UK and #Ireland Mother Nature is crying as God welcomes Her Majesty #QueenElizabethII to Heaven. From a rainbow over #BuckinghamPalace earlier tonight to the rain tonight. What a beautiful message from the Universe. Thank Ma'am for the memories &amp; life of service https://t.co/wC56xq51Hw
59,2022-09-09 00:53:54+00:00,I can’t believe I had to find out about the queens death thru Jedward’s twitter account
60,2022-09-09 00:53:17+00:00,"An appropriate and respectful gesture. Yes our two countries have a complex history but as our President Higgins said: “We have a connection embodied by the hundreds of thousands of families who have moved between our shores over the centuries"". May she rest in peace https://t.co/MIUzYERvRx"
61,2022-09-09 00:40:26+00:00,Watching all the programmes tonight this is the one image that really breaks my heart - families around the country abided by the rules whilst certain others broke them. Rest in peace Your Majesty Queen Elizabeth II #RIPQueenElizabeth #KingCharlesIII 💔 https://t.co/fElxfnq0Yg
62,2022-09-08 23:42:32+00:00,"@AlvanJenkins 800 years of colonialism rule, the monarchy led to the death of millions of Irish people.Irish Famine, Irish language was banned... etc.After independence,  the British Army in the name of her majesty killed loads of irishmen during the troubles.."
63,2022-09-08 23:11:00+00:00,London Bridge is down. 💔😢 Rest in Peace. https://t.co/IsM5FmapzV
64,2022-09-08 22:20:19+00:00,"Enjoy to hell, Your Majesty 🔥🤘🏼 https://t.co/SQihthFaJt"
